Text,text,compound,negative,neutral,positive,sentiment
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .","YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",0.0,0.0,1.0,0.0,neutral
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,0.6124,0.0,0.783,0.217,positive
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .","UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",0.4404,0.0,0.813,0.187,positive
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,0.3818,0.0,0.88,0.12,positive
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .","In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",-0.3182,0.084,0.916,0.0,negative
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .","A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",0.7003,0.0,0.825,0.175,positive
Sales have risen in other export markets .,Sales have risen in other export markets .,0.0,0.0,1.0,0.0,neutral
Industry NewsWolseley confident in reslilience amid mixed markets,Industry NewsWolseley confident in reslilience amid mixed markets,0.4939,0.0,0.686,0.314,positive
The agreement expands Tekla Structures ' scope of use to bridge design .,The agreement expands Tekla Structures ' scope of use to bridge design .,0.5574,0.0,0.662,0.338,positive
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP","Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",0.0,0.0,1.0,0.0,neutral
There are no substitutes to AC drives .,There are no substitutes to AC drives .,-0.296,0.268,0.732,0.0,negative
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,0.0,0.0,1.0,0.0,neutral
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .","If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",0.6369,0.0,0.802,0.198,positive
Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,0.0,0.0,1.0,0.0,neutral
"In 2007 , Alma Media 's operating profit was about EUR 53mn .","In 2007 , Alma Media 's operating profit was about EUR 53mn .",0.4404,0.0,0.775,0.225,positive
"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .","The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",0.5719,0.0,0.749,0.251,positive
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .","Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",0.4404,0.0,0.861,0.139,positive
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .","In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",0.0,0.0,1.0,0.0,neutral
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .","Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",-0.3182,0.081,0.919,0.0,negative
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s","( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",0.4404,0.0,0.929,0.071,positive
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .","The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",0.2263,0.0,0.913,0.087,positive
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,0.4215,0.217,0.42,0.364,positive
Shell challenges Exxon dominance with 47 billion-pound bid for BG,Shell challenges Exxon dominance with 47 billion-pound bid for BG,0.2732,0.0,0.721,0.279,positive
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,0.3182,0.0,0.901,0.099,positive
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.","The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",0.2263,0.0,0.932,0.068,positive
The credit covers approximately 70 % of the ship 's price .,The credit covers approximately 70 % of the ship 's price .,0.3818,0.0,0.776,0.224,positive
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .","Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",0.4404,0.0,0.861,0.139,positive
We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',0.6369,0.0,0.698,0.302,positive
$CRK time to accumulate for a long position with far more upside than downside,$CRK time to accumulate for a long position with far more upside than downside,-0.3102,0.159,0.841,0.0,negative
"` Sanoma is a buyer not a target , ' he said .","` Sanoma is a buyer not a target , ' he said .",0.0,0.0,1.0,0.0,neutral
This wood lacquered clock comes with a stripy hand-crocheted cover .,This wood lacquered clock comes with a stripy hand-crocheted cover .,0.0,0.0,1.0,0.0,neutral
The reduction notice applied to 17 people .,The reduction notice applied to 17 people .,0.0,0.0,1.0,0.0,neutral
Operating profit improved by 16.7 % to EUR 7.7 mn .,Operating profit improved by 16.7 % to EUR 7.7 mn .,0.7184,0.0,0.538,0.462,positive
"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u","$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",0.0,0.0,1.0,0.0,neutral
com and possibly also through photo-msn .,com and possibly also through photo-msn .,0.0,0.0,1.0,0.0,neutral
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .","In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",0.6249,0.0,0.779,0.221,positive
"It is being developed by Symbian , the software licensing consortium led by Nokia .","It is being developed by Symbian , the software licensing consortium led by Nokia .",0.0,0.0,1.0,0.0,neutral
"As a result , the number of personnel in Finland will be reduced by 158 .","As a result , the number of personnel in Finland will be reduced by 158 .",0.0772,0.0,0.902,0.098,positive
"`` Adjustment to the fall in price level , in contrast , has been less effective .","`` Adjustment to the fall in price level , in contrast , has been less effective .",0.4228,0.0,0.822,0.178,positive
"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .","ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",0.0,0.0,1.0,0.0,neutral
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,0.6597,0.0,0.748,0.252,positive
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,The previous offer was 3.4 % of voting rights and 12.3 % of capital .,0.0,0.0,1.0,0.0,neutral
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,0.0,0.0,1.0,0.0,neutral
Acquisitions have been made and businesses have been well integrated .,Acquisitions have been made and businesses have been well integrated .,0.2732,0.0,0.811,0.189,positive
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,0.0,0.0,1.0,0.0,neutral
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .","Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",0.2732,0.0,0.913,0.087,positive
"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .","ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",0.4019,0.0,0.93,0.07,positive
